type_path,type_kind,api_family,is_generic,lifetime_params,type_params,elicit_impl,proof_test,composition_test,row_kind,primary_gap_kind,our_traits_complete,feature_unlock_possible,blocked_reason,has_serialize,has_deserialize,has_json_schema,has_elicitation,has_elicit_introspect,has_elicit_spec,has_elicit_prompt_tree,has_to_code_literal,can_be_direct,missing_external_traits,missing_our_traits,candidate_unlock_features,action,notes
regex_automata::nfa::thompson::backtrack::Cache,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::Cache`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::backtrack::Config,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::Config`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::backtrack::Frame,Enum,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::Frame`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::backtrack::TryCapturesMatches,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::TryCapturesMatches`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::backtrack::TryFindMatches,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::TryFindMatches`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::backtrack::Visited,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::backtrack::Visited`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::builder::Builder,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::builder::Builder`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::builder::State,Enum,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::builder::State`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Compiler,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Compiler`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Config,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Config`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::ThompsonRef,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::ThompsonRef`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Utf8Compiler,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Utf8Compiler`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Utf8LastTransition,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Utf8LastTransition`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Utf8Node,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Utf8Node`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::Utf8State,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::Utf8State`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::compiler::WhichCaptures,Enum,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::compiler::WhichCaptures`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::error::BuildError,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::error::BuildError`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::error::BuildErrorKind,Enum,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::error::BuildErrorKind`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::literal_trie::Frame,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::literal_trie::Frame`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::literal_trie::LiteralTrie,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::literal_trie::LiteralTrie`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::literal_trie::State,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::literal_trie::State`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::literal_trie::StateChunksIter,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::literal_trie::StateChunksIter`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::literal_trie::Transition,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::literal_trie::Transition`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
regex_automata::nfa::thompson::map::Utf8BoundedEntry,Struct,regex_automata::nfa::thompson,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add our traits to `regex_automata::nfa::thompson::map::Utf8BoundedEntry`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent)",
