type_path,type_kind,api_family,is_generic,lifetime_params,type_params,elicit_impl,proof_test,composition_test,row_kind,primary_gap_kind,our_traits_complete,direct_our_traits_complete,covered_indirectly,coverage_provider,wrapper_paths,direct_missing_our_traits,feature_unlock_possible,feature_owner_crate,blocked_reason,has_serialize,has_deserialize,has_json_schema,has_elicitation,has_elicit_introspect,has_elicit_spec,has_elicit_prompt_tree,has_to_code_literal,can_be_direct,missing_external_traits,missing_our_traits,candidate_unlock_features,action,notes
elicitation::verification::mechanisms::NumericReturnsValid,Struct,elicitation::verification::mechanisms,true,,T,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::mechanisms::NumericReturnsValid`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
elicitation::verification::mechanisms::SurveyReturnsValidVariant,Struct,elicitation::verification::mechanisms,true,,E,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::mechanisms::SurveyReturnsValidVariant`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
elicitation::verification::mechanisms::TextReturnsNonEmpty,Struct,elicitation::verification::mechanisms,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::mechanisms::TextReturnsNonEmpty`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
elicitation::verification::mechanisms::TextReturnsString,Struct,elicitation::verification::mechanisms,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::mechanisms::TextReturnsString`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
elicitation::verification::proof_helpers::ProofEmitter,Struct,elicitation::verification::proof_helpers,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::proof_helpers::ProofEmitter`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
elicitation::verification::types::ValidationError,Enum,elicitation::verification::types,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `elicitation::verification::types::ValidationError`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
futures_core::future::BoxFuture,TypeAlias,futures_core::future::BoxFuture,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `futures_core::future::BoxFuture`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
http::header::map::HeaderMap,Struct,http::header::map,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `http::header::map::HeaderMap`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
http::header::value::HeaderValue,Struct,http::header::value,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `http::header::value::HeaderValue`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
http::status::StatusCode,Struct,http::status::StatusCode,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::verification::types::http::status_code::StatusCodeValid,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits: ToCodeLiteral (wrappers: elicitation::verification::types::http::status_code::StatusCodeValid),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),ToCodeLiteral,,Finish indirect coverage for `http::status::StatusCode` by completing wrapper-provided traits: ToCodeLiteral. Known wrappers for indirect coverage: elicitation::verification::types::http::status_code::StatusCodeValid.,
proc_macro2::TokenStream,Struct,proc_macro2::TokenStream,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `proc_macro2::TokenStream`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
regex::regex::string::Regex,Struct,regex::regex::string,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::verification::types::regexes::RegexCaseInsensitive;elicitation::verification::types::regexes::RegexMultiline;elicitation::verification::types::regexes::RegexValid,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"wrapper coverage reduces direct trait gaps; remaining uncovered traits: ElicitIntrospect, ToCodeLiteral (wrappers: elicitation::verification::types::regexes::RegexCaseInsensitive, elicitation::verification::types::regexes::RegexMultiline, elicitation::verification::types::regexes::RegexValid)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),ElicitIntrospect;ToCodeLiteral,,"Finish indirect coverage for `regex::regex::string::Regex` by completing wrapper-provided traits: ElicitIntrospect, ToCodeLiteral. Known wrappers for indirect coverage: elicitation::verification::types::regexes::RegexCaseInsensitive, elicitation::verification::types::regexes::RegexMultiline, elicitation::verification::types::regexes::RegexValid.",
regex::regexset::string::RegexSet,Struct,regex::regexset::string,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::verification::types::regexes::RegexSetNonEmpty;elicitation::verification::types::regexes::RegexSetValid,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"wrapper coverage reduces direct trait gaps; remaining uncovered traits: ElicitIntrospect, ElicitSpec, ToCodeLiteral (wrappers: elicitation::verification::types::regexes::RegexSetNonEmpty, elicitation::verification::types::regexes::RegexSetValid)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),ElicitIntrospect;ElicitSpec;ToCodeLiteral,,"Finish indirect coverage for `regex::regexset::string::RegexSet` by completing wrapper-provided traits: ElicitIntrospect, ElicitSpec, ToCodeLiteral. Known wrappers for indirect coverage: elicitation::verification::types::regexes::RegexSetNonEmpty, elicitation::verification::types::regexes::RegexSetValid.",
reqwest::async_impl::response::Response,Struct,reqwest::async_impl::response,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `reqwest::async_impl::response::Response`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::model::CallToolRequestParams,Struct,rmcp::model::CallToolRequestParams,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::model::CallToolRequestParams`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::model::CallToolResult,Struct,rmcp::model::CallToolResult,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::model::CallToolResult`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::model::ErrorData,Struct,rmcp::model::ErrorData,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::error::ElicitError;elicitation::error::ElicitErrorKind;elicitation::error::RmcpError,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::model::ErrorData`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent). Known wrappers for indirect coverage: elicitation::error::ElicitError, elicitation::error::ElicitErrorKind, elicitation::error::RmcpError.",
rmcp::model::tool::Tool,Struct,rmcp::model::tool,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::model::tool::Tool`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::service::Peer,Struct,rmcp::service::Peer,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::service::Peer`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::service::ServiceError,Enum,rmcp::service::ServiceError,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::error::ElicitError;elicitation::error::ElicitErrorKind;elicitation::error::ServiceError,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::service::ServiceError`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent). Known wrappers for indirect coverage: elicitation::error::ElicitError, elicitation::error::ElicitErrorKind, elicitation::error::ServiceError.",
rmcp::service::client::RoleClient,Struct,rmcp::service::client,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::service::client::RoleClient`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
rmcp::service::server::RoleServer,Struct,rmcp::service::server,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `rmcp::service::server::RoleServer`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
serde_json::error::Error,Struct,serde_json::error::Error,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::error::ElicitError;elicitation::error::ElicitErrorKind;elicitation::error::JsonError,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `serde_json::error::Error`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent). Known wrappers for indirect coverage: elicitation::error::ElicitError, elicitation::error::ElicitErrorKind, elicitation::error::JsonError.",
serde_json::map::Map,Struct,serde_json::map::Map,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `serde_json::map::Map`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
syn::error::Error,Struct,syn::error::Error,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `syn::error::Error`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
time::offset_date_time::OffsetDateTime,Struct,time::offset_date_time::OffsetDateTime,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,elicitation::verification::types::datetimes::OffsetDateTimeAfter;elicitation::verification::types::datetimes::OffsetDateTimeBefore,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"wrapper coverage reduces direct trait gaps; remaining uncovered traits: ElicitIntrospect, ToCodeLiteral (wrappers: elicitation::verification::types::datetimes::OffsetDateTimeAfter, elicitation::verification::types::datetimes::OffsetDateTimeBefore)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),ElicitIntrospect;ToCodeLiteral,,"Finish indirect coverage for `time::offset_date_time::OffsetDateTime` by completing wrapper-provided traits: ElicitIntrospect, ToCodeLiteral. Known wrappers for indirect coverage: elicitation::verification::types::datetimes::OffsetDateTimeAfter, elicitation::verification::types::datetimes::OffsetDateTimeBefore.",
tokio::sync::mpsc::unbounded::UnboundedSender,Struct,tokio::sync::mpsc,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `tokio::sync::mpsc::unbounded::UnboundedSender`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
tokio::sync::watch::Sender,Struct,tokio::sync::watch,false,,,Missing,Missing,Missing,MissingOurTraits,MissingOurTraits,false,false,false,,,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"orphan rule blocks direct `ElicitComplete` until upstream provides: Serialize(absent), Deserialize(absent), JsonSchema(absent)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,,"Add support traits to `tokio::sync::watch::Sender`: Elicitation, ElicitIntrospect, ElicitSpec, ElicitPromptTree, ToCodeLiteral; external blockers remain: Serialize(absent), Deserialize(absent), JsonSchema(absent).",
bevy_camera::projection::OrthographicProjection,Struct,bevy_camera::projection::OrthographicProjection,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::camera::BevyOrthographicProjection,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::camera::BevyOrthographicProjection),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_camera::projection::PerspectiveProjection,Struct,bevy_camera::projection::PerspectiveProjection,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::camera::BevyPerspectiveProjection,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::camera::BevyPerspectiveProjection),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_camera::projection::ScalingMode,Enum,bevy_camera::projection::ScalingMode,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::camera::BevyScalingMode,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::camera::BevyScalingMode),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_core_pipeline::tonemapping::Tonemapping,Enum,bevy_core_pipeline::tonemapping::Tonemapping,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::render_enums::BevyTonemapping,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::render_enums::BevyTonemapping),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_input::ButtonState,Enum,bevy_input::ButtonState,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::input::BevyButtonState,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::input::BevyButtonState),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_input::touch::TouchPhase,Enum,bevy_input::touch::TouchPhase,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::input::BevyTouchPhase,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::input::BevyTouchPhase),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_light::ambient_light::AmbientLight,Struct,bevy_light::ambient_light::AmbientLight,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::pbr::BevyAmbientLight,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::pbr::BevyAmbientLight),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_light::directional_light::DirectionalLight,Struct,bevy_light::directional_light::DirectionalLight,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::pbr::BevyDirectionalLight,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::pbr::BevyDirectionalLight),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
