item_path,item_kind,status,shadow_item,drift_confidence,notes
bevy_camera::primitives::HalfSpace,Struct,Missing,,,
bevy_camera::primitives::Sphere,Struct,Covered,elicit_bevy::math::shapes::Sphere,,
bevy_camera::projection::CameraProjectionPlugin,Struct,Missing,,,
bevy_camera::projection::CustomProjection,Struct,Missing,,,
bevy_camera::projection::OrthographicProjection,Struct,Covered,elicit_bevy::camera::OrthographicProjection,,
bevy_camera::projection::PerspectiveProjection,Struct,Covered,elicit_bevy::camera::PerspectiveProjection,,
bevy_camera::projection::Projection,Enum,Covered,elicit_bevy::camera::Projection,,
bevy_camera::projection::ScalingMode,Enum,Covered,elicit_bevy::camera::ScalingMode,,
bevy_camera::projection::_::deserialize::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::__Visitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_camera::projection::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_camera::visibility::CascadesVisibleEntities,Struct,Missing,,,
bevy_camera::visibility::CubemapVisibleEntities,Struct,Missing,,,
bevy_camera::visibility::InheritedVisibility,Struct,Covered,elicit_bevy::camera::InheritedVisibility,,
bevy_camera::visibility::NoAutoAabb,Struct,Missing,,,
bevy_camera::visibility::NoCpuCulling,Struct,Missing,,,
bevy_camera::visibility::NoFrustumCulling,Struct,Missing,,,
bevy_camera::visibility::ViewVisibility,Struct,Covered,elicit_bevy::camera::ViewVisibility,,
bevy_camera::visibility::Visibility,Enum,Covered,elicit_bevy::camera::Visibility,,
bevy_camera::visibility::VisibilityClass,Struct,Missing,,,
bevy_camera::visibility::VisibilityPlugin,Struct,Missing,,,
bevy_camera::visibility::VisibilitySystems,Enum,Missing,,,
bevy_camera::visibility::VisibleEntities,Struct,Missing,,,
bevy_camera::visibility::VisibleMeshEntities,Struct,Missing,,,
bevy_camera::visibility::range::VisibilityRange,Struct,Missing,,,
bevy_camera::visibility::range::VisibilityRangePlugin,Struct,Missing,,,
bevy_camera::visibility::range::VisibleEntityRanges,Struct,Missing,,,
bevy_camera::visibility::render_layers::RenderLayers,Struct,Missing,,,
bevy_camera_controller::free_camera::FreeCamera,Struct,Missing,,,
bevy_camera_controller::free_camera::FreeCameraPlugin,Struct,Missing,,,
bevy_camera_controller::free_camera::FreeCameraState,Struct,Missing,,,
bevy_camera_controller::pan_camera::PanCamera,Struct,Missing,,,
bevy_camera_controller::pan_camera::PanCameraPlugin,Struct,Missing,,,
bevy_color::color::Color,Enum,Covered,elicit_bevy::color::Color,,
bevy_color::color::_::deserialize::__Field,Enum,Missing,,,
bevy_color::color::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::color::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::color_gradient::ColorCurve,Struct,Missing,,,
bevy_color::color_gradient::_::deserialize::__Field,Enum,Missing,,,
bevy_color::color_gradient::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::color_gradient::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::hsla::Hsla,Struct,Covered,elicit_bevy::color::Hsla,,
bevy_color::hsla::_::deserialize::__Field,Enum,Missing,,,
bevy_color::hsla::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::hsla::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::hsva::Hsva,Struct,Covered,elicit_bevy::color::Hsva,,
bevy_color::hsva::_::deserialize::__Field,Enum,Missing,,,
bevy_color::hsva::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::hsva::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::hwba::Hwba,Struct,Covered,elicit_bevy::color::Hwba,,
bevy_color::hwba::_::deserialize::__Field,Enum,Missing,,,
bevy_color::hwba::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::hwba::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::laba::Laba,Struct,Covered,elicit_bevy::color::Laba,,
bevy_color::laba::_::deserialize::__Field,Enum,Missing,,,
bevy_color::laba::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::laba::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::lcha::Lcha,Struct,Covered,elicit_bevy::color::Lcha,,
bevy_color::lcha::_::deserialize::__Field,Enum,Missing,,,
bevy_color::lcha::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::lcha::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::linear_rgba::LinearRgba,Struct,Covered,elicit_bevy::color::LinearRgba,,
bevy_color::linear_rgba::_::deserialize::__Field,Enum,Missing,,,
bevy_color::linear_rgba::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::linear_rgba::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::oklaba::Oklaba,Struct,Covered,elicit_bevy::color::Oklaba,,
bevy_color::oklaba::_::deserialize::__Field,Enum,Missing,,,
bevy_color::oklaba::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::oklaba::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::oklcha::Oklcha,Struct,Covered,elicit_bevy::color::Oklcha,,
bevy_color::oklcha::_::deserialize::__Field,Enum,Missing,,,
bevy_color::oklcha::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::oklcha::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::srgba::HexColorError,Enum,Missing,,,
bevy_color::srgba::Srgba,Struct,Covered,elicit_bevy::color::Srgba,,
bevy_color::srgba::_::deserialize::__Field,Enum,Missing,,,
bevy_color::srgba::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::srgba::_::deserialize::__Visitor,Struct,Missing,,,
bevy_color::xyza::Xyza,Struct,Covered,elicit_bevy::color::Xyza,,
bevy_color::xyza::_::deserialize::__Field,Enum,Missing,,,
bevy_color::xyza::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_color::xyza::_::deserialize::__Visitor,Struct,Missing,,,
bevy_core_pipeline::CorePipelinePlugin,Struct,Missing,,,
bevy_core_pipeline::blit::BlitPipeline,Struct,Missing,,,
bevy_core_pipeline::blit::BlitPipelineKey,Struct,Missing,,,
bevy_core_pipeline::blit::BlitPlugin,Struct,Missing,,,
bevy_core_pipeline::core_2d::AlphaMask2d,Struct,Missing,,,
bevy_core_pipeline::core_2d::AlphaMask2dBinKey,Struct,Missing,,,
bevy_core_pipeline::core_2d::BatchSetKey2d,Struct,Missing,,,
bevy_core_pipeline::core_2d::Core2dPlugin,Struct,Missing,,,
bevy_core_pipeline::core_2d::Opaque2d,Struct,Missing,,,
bevy_core_pipeline::core_2d::Opaque2dBinKey,Struct,Missing,,,
bevy_core_pipeline::core_2d::Transparent2d,Struct,Missing,,,
bevy_core_pipeline::core_2d::graph::Core2d,Struct,Missing,,,
bevy_core_pipeline::core_2d::graph::Node2d,Enum,Missing,,,
bevy_core_pipeline::core_2d::main_opaque_pass_2d_node::MainOpaquePass2dNode,Struct,Missing,,,
bevy_core_pipeline::core_2d::main_transparent_pass_2d_node::MainTransparentPass2dNode,Struct,Missing,,,
bevy_core_pipeline::core_3d::AlphaMask3d,Struct,Missing,,,
bevy_core_pipeline::core_3d::Core3dPlugin,Struct,Missing,,,
bevy_core_pipeline::core_3d::Opaque3d,Struct,Missing,,,
bevy_core_pipeline::core_3d::Opaque3dBatchSetKey,Struct,Missing,,,
bevy_core_pipeline::core_3d::Opaque3dBinKey,Struct,Missing,,,
bevy_core_pipeline::core_3d::Transmissive3d,Struct,Missing,,,
bevy_core_pipeline::core_3d::Transparent3d,Struct,Missing,,,
bevy_core_pipeline::core_3d::ViewTransmissionTexture,Struct,Missing,,,
bevy_core_pipeline::core_3d::graph::Core3d,Struct,Missing,,,
bevy_core_pipeline::core_3d::graph::Node3d,Enum,Missing,,,
bevy_core_pipeline::core_3d::main_opaque_pass_3d_node::MainOpaquePass3dNode,Struct,Missing,,,
bevy_core_pipeline::core_3d::main_transmissive_pass_3d_node::MainTransmissivePass3dNode,Struct,Missing,,,
bevy_core_pipeline::core_3d::main_transparent_pass_3d_node::MainTransparentPass3dNode,Struct,Missing,,,
bevy_core_pipeline::deferred::AlphaMask3dDeferred,Struct,Missing,,,
bevy_core_pipeline::deferred::Opaque3dDeferred,Struct,Missing,,,
bevy_core_pipeline::deferred::copy_lighting_id::CopyDeferredLightingIdNode,Struct,Missing,,,
bevy_core_pipeline::deferred::copy_lighting_id::CopyDeferredLightingIdPipeline,Struct,Missing,,,
bevy_core_pipeline::deferred::copy_lighting_id::CopyDeferredLightingIdPlugin,Struct,Missing,,,
bevy_core_pipeline::deferred::copy_lighting_id::DeferredLightingIdDepthTexture,Struct,Missing,,,
bevy_core_pipeline::deferred::node::EarlyDeferredGBufferPrepassNode,Struct,Missing,,,
bevy_core_pipeline::deferred::node::LateDeferredGBufferPrepassNode,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DepthPyramidDummyTexture,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DownsampleDepthNode,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DownsampleDepthPipeline,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DownsampleDepthPipelineKey,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DownsampleDepthPipelines,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::DownsampleDepthShader,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::MipGenerationPlugin,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::ViewDepthPyramid,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::ViewDownsampleDepthBindGroup,Struct,Missing,,,
bevy_core_pipeline::experimental::mip_generation::_::InternalBitFlags,Struct,Missing,,,
bevy_core_pipeline::fullscreen_material::FullscreenMaterialLabel,Struct,Missing,,,
bevy_core_pipeline::fullscreen_material::FullscreenMaterialNode,Struct,Missing,,,
bevy_core_pipeline::fullscreen_material::FullscreenMaterialPipeline,Struct,Missing,,,
bevy_core_pipeline::fullscreen_material::FullscreenMaterialPlugin,Struct,Missing,,,
bevy_core_pipeline::fullscreen_vertex_shader::FullscreenShader,Struct,Missing,,,
bevy_core_pipeline::oit::OitBuffers,Struct,Missing,,,
bevy_core_pipeline::oit::OrderIndependentTransparencyPlugin,Struct,Missing,,,
bevy_core_pipeline::oit::OrderIndependentTransparencySettings,Struct,Drifted,elicit_bevy::render_plugin::BevyOrderIndependentTransparencySettingsParams,0.76,probable rename
bevy_core_pipeline::oit::OrderIndependentTransparencySettingsOffset,Struct,Drifted,elicit_bevy::render_plugin::BevyOrderIndependentTransparencySettingsParams,0.78,probable rename
bevy_core_pipeline::oit::resolve::OitResolveBindGroup,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::OitResolvePipeline,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::OitResolvePipelineId,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::OitResolvePipelineKey,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::OitResolvePlugin,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::node::OitResolveNode,Struct,Missing,,,
bevy_core_pipeline::oit::resolve::node::OitResolvePass,Struct,Missing,,,
bevy_core_pipeline::prepass::AlphaMask3dPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::DeferredPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::DeferredPrepassDoubleBuffer,Struct,Missing,,,
bevy_core_pipeline::prepass::DepthPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::DepthPrepassDoubleBuffer,Struct,Missing,,,
bevy_core_pipeline::prepass::MotionVectorPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::NormalPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::Opaque3dPrepass,Struct,Missing,,,
bevy_core_pipeline::prepass::OpaqueNoLightmap3dBatchSetKey,Struct,Missing,,,
bevy_core_pipeline::prepass::OpaqueNoLightmap3dBinKey,Struct,Missing,,,
bevy_core_pipeline::prepass::PreviousViewData,Struct,Missing,,,
bevy_core_pipeline::prepass::PreviousViewUniformOffset,Struct,Missing,,,
bevy_core_pipeline::prepass::PreviousViewUniforms,Struct,Missing,,,
bevy_core_pipeline::prepass::ViewPrepassTextures,Struct,Missing,,,
bevy_core_pipeline::prepass::node::EarlyPrepassNode,Struct,Missing,,,
bevy_core_pipeline::prepass::node::LatePrepassNode,Struct,Missing,,,
bevy_core_pipeline::skybox::Skybox,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxBindGroup,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxPipeline,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxPipelineId,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxPipelineKey,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxPlugin,Struct,Missing,,,
bevy_core_pipeline::skybox::SkyboxUniforms,Struct,Missing,,,
bevy_core_pipeline::skybox::prepass::RenderSkyboxPrepassPipeline,Struct,Missing,,,
bevy_core_pipeline::skybox::prepass::SkyboxPrepassBindGroup,Struct,Missing,,,
bevy_core_pipeline::skybox::prepass::SkyboxPrepassPipeline,Struct,Missing,,,
bevy_core_pipeline::skybox::prepass::SkyboxPrepassPipelineKey,Struct,Missing,,,
bevy_core_pipeline::tonemapping::DebandDither,Enum,Missing,,,
bevy_core_pipeline::tonemapping::Tonemapping,Enum,Covered,elicit_bevy::pbr::Tonemapping,,
bevy_core_pipeline::tonemapping::TonemappingLuts,Struct,Missing,,,
bevy_core_pipeline::tonemapping::TonemappingPipeline,Struct,Missing,,,
bevy_core_pipeline::tonemapping::TonemappingPipelineKey,Struct,Missing,,,
bevy_core_pipeline::tonemapping::TonemappingPipelineKeyFlags,Struct,Missing,,,
bevy_core_pipeline::tonemapping::TonemappingPlugin,Struct,Missing,,,
bevy_core_pipeline::tonemapping::ViewTonemappingPipeline,Struct,Missing,,,
bevy_core_pipeline::tonemapping::_::InternalBitFlags,Struct,Missing,,,
bevy_core_pipeline::tonemapping::node::TonemappingNode,Struct,Missing,,,
bevy_core_pipeline::upscaling::UpscalingPlugin,Struct,Missing,,,
bevy_core_pipeline::upscaling::ViewUpscalingPipeline,Struct,Missing,,,
bevy_core_pipeline::upscaling::node::UpscalingNode,Struct,Drifted,elicit_bevy::camera::ScalingMode,0.79,probable rename
bevy_dev_tools::ci_testing::CiTestingPlugin,Struct,Missing,,,
bevy_dev_tools::ci_testing::EventSenderSystems,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::CiTestingConfig,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::CiTestingCustomEvent,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::CiTestingEvent,Enum,Missing,,,
bevy_dev_tools::ci_testing::config::CiTestingEventOnFrame,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::CiTestingSetup,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Field,Enum,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Field,Enum,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Field,Enum,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Visitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Visitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Visitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::__Visitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_dev_tools::ci_testing::config::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_dev_tools::easy_screenshot::CameraMovement,Struct,Missing,,,
bevy_dev_tools::easy_screenshot::EasyCameraMovementPlugin,Struct,Missing,,,
bevy_dev_tools::easy_screenshot::EasyScreenshotPlugin,Struct,Missing,,,
bevy_dev_tools::easy_screenshot::ScreenshotFormat,Enum,Missing,,,
bevy_dev_tools::fps_overlay::FpsOverlayConfig,Struct,Missing,,,
bevy_dev_tools::fps_overlay::FpsOverlayPlugin,Struct,Missing,,,
bevy_dev_tools::fps_overlay::FpsOverlaySystems,Enum,Missing,,,
bevy_dev_tools::fps_overlay::FpsText,Struct,Missing,,,
bevy_dev_tools::fps_overlay::FrameTimeGraph,Struct,Missing,,,
bevy_dev_tools::fps_overlay::FrameTimeGraphConfig,Struct,Missing,,,
bevy_dev_tools::frame_time_graph::FrameTimeGraphConfigUniform,Struct,Missing,,,
bevy_dev_tools::frame_time_graph::FrameTimeGraphPlugin,Struct,Missing,,,
bevy_dev_tools::frame_time_graph::FrametimeGraphMaterial,Struct,Missing,,,
bevy_dev_tools::picking_debug::DebugPickingMode,Enum,Missing,,,
bevy_dev_tools::picking_debug::DebugPickingPlugin,Struct,Missing,,,
bevy_dev_tools::picking_debug::PointerDebug,Struct,Missing,,,
bevy_diagnostic::DiagnosticsPlugin,Struct,Missing,,,
bevy_diagnostic::diagnostic::Diagnostic,Struct,Missing,,,
bevy_diagnostic::diagnostic::DiagnosticMeasurement,Struct,Missing,,,
bevy_diagnostic::diagnostic::DiagnosticPath,Struct,Missing,,,
bevy_diagnostic::diagnostic::Diagnostics,Struct,Missing,,,
bevy_diagnostic::diagnostic::DiagnosticsBuffer,Struct,Missing,,,
bevy_diagnostic::diagnostic::DiagnosticsStore,Struct,Missing,,,
bevy_diagnostic::diagnostic::_::FetchState,Struct,Missing,,,
bevy_diagnostic::entity_count_diagnostics_plugin::EntityCountDiagnosticsPlugin,Struct,Missing,,,
bevy_diagnostic::frame_count_diagnostics_plugin::FrameCount,Struct,Missing,,,
bevy_diagnostic::frame_count_diagnostics_plugin::FrameCountPlugin,Struct,Missing,,,
bevy_diagnostic::frame_time_diagnostics_plugin::FrameTimeDiagnosticsPlugin,Struct,Missing,,,
bevy_diagnostic::log_diagnostics_plugin::LogDiagnosticsPlugin,Struct,Missing,,,
bevy_diagnostic::log_diagnostics_plugin::LogDiagnosticsState,Struct,Missing,,,
bevy_diagnostic::system_information_diagnostics_plugin::SystemInfo,Struct,Missing,,,
bevy_diagnostic::system_information_diagnostics_plugin::SystemInformationDiagnosticsPlugin,Struct,Missing,,,
bevy_ecs::HotPatchChanges,Struct,Missing,,,
bevy_ecs::HotPatched,Struct,Missing,,,
bevy_ecs::archetype::Archetype,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeComponents,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeCreated,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeFlags,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeGeneration,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeId,Struct,Missing,,,
bevy_ecs::archetype::ArchetypeRow,Struct,Missing,,,
bevy_ecs::archetype::Archetypes,Struct,Missing,,,
bevy_ecs::archetype::ComponentStatus,Enum,Missing,,,
bevy_ecs::archetype::Edges,Struct,Missing,,,
bevy_ecs::archetype::_::InternalBitFlags,Struct,Missing,,,
bevy_ecs::batching::BatchingStrategy,Struct,Missing,,,
bevy_ecs::bundle::info::BundleId,Struct,Missing,,,
bevy_ecs::bundle::info::BundleInfo,Struct,Missing,,,
bevy_ecs::bundle::info::Bundles,Struct,Missing,,,
bevy_ecs::bundle::info::InsertMode,Enum,Missing,,,
bevy_ecs::change_detection::maybe_location::MaybeLocation,Struct,Missing,,,
bevy_ecs::change_detection::params::ComponentTicksRef,Struct,Missing,,,
bevy_ecs::change_detection::params::Mut,Struct,Missing,,,
bevy_ecs::change_detection::params::MutUntyped,Struct,Missing,,,
bevy_ecs::change_detection::params::NonSend,Struct,Missing,,,
bevy_ecs::change_detection::params::NonSendMut,Struct,Missing,,,
